Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Ratings
PTWM7567,Smartphone,Clothing,Product_2APPY,476.26,19,3,20x12x11 cm,3/15/2023,1/1/2024,D0QY2P,"SNC,EE1",Blue/Medium,3
V90PWEX4,Smartphone,Home Appliances,Product_T1HCW,237.61,11,1,17x18x9 cm,1/1/2023,1/1/2025,86QS9G,"7OW,ZCX",Red/Small,3
RHMULEXJ,Laptop,Clothing,Product_Z43B9,128.34,99,1,18x18x14 cm,1/1/2023,1/1/2026,HD6T1Q,"CQV,8X1",Blue/Medium,5
XGFSK62S,Monitor,Home Appliances,Product_09YRL,178.42,10,1,19x18x20 cm,1/1/2023,1/1/2026,UO0LZ3,"KJA,6TH",Green/Large,3
63Z7PFO5,Monitor,Electronics,Product_5KLT4,161.19,91,3,9x11x13 cm,3/15/2023,1/1/2024,2K1BGE,"IM0,2Z8",Blue/Medium,5
MIRYFBNK,Headphones,Clothing,Product_QBWVF,149.08,21,2,10x20x14 cm,7/30/2023,1/1/2026,A37027,"AYK,59X",Red/Small,3
EDHVO1E0,Headphones,Home Appliances,Product_LY2U6,110.03,82,2,8x18x8 cm,7/30/2023,1/1/2024,Y31ABE,"DMQ,T0Q",Green/Large,3
UDNH2NNA,Smartphone,Electronics,Product_2VM9H,469.45,100,1,11x12x11 cm,3/15/2023,1/1/2026,G3LX62,"Y4E,J47",Blue/Medium,1
IQSIYHDJ,Headphones,Clothing,Product_3LC1I,238.2,83,1,5x7x5 cm,3/15/2023,1/1/2025,DM9GVA,"8I0,KG1",Red/Small,1
NPT6KIM0,Smartphone,Clothing,Product_QKTPC,229.65,1,3,5x15x19 cm,3/15/2023,1/1/2026,QB4H4V,"OO9,5SV",Blue/Medium,5
6KP0N8O2,Smartphone,Home Appliances,Product_3TGP4,462.66,83,3,15x15x16 cm,3/15/2023,1/1/2024,9R5BUA,"ZKM,L94",Green/Large,2
FDO2XGS2,Headphones,Home Appliances,Product_6WEKN,69.77,14,2,13x16x15 cm,3/15/2023,1/1/2024,LX6PT3,"KZ6,0Y2",Blue/Medium,2
PPNTEJBG,Headphones,Electronics,Product_ONTFB,407.95,15,1,11x20x12 cm,1/1/2023,1/1/2024,TYDE4O,"BR7,YA0",Blue/Medium,1
MWT8DGV1,Headphones,Electronics,Product_SAV2A,476.4,71,1,12x14x8 cm,7/30/2023,1/1/2024,VQDYVV,"6WT,9AN",Green/Large,5
MS1HHYEB,Headphones,Clothing,Product_SXTGF,18.31,95,2,20x18x13 cm,1/1/2023,1/1/2025,MHEI51,"NLT,9E8",Red/Small,2
NGZ7RNGK,Smartphone,Clothing,Product_XXP2P,169.27,42,1,5x14x19 cm,3/15/2023,1/1/2026,43479Z,"APF,V0W",Blue/Medium,3
QI696AWD,Laptop,Electronics,Product_EAQ55,73.21,11,2,19x15x16 cm,7/30/2023,1/1/2025,M7NPPY,"T7L,9B4",Blue/Medium,1
R9SUCBTI,Smartphone,Electronics,Product_AG9OS,415.3,4,1,15x15x13 cm,1/1/2023,1/1/2024,YUCRIO,"DD7,RTD",Red/Small,1
NWI9WN8E,Smartphone,Clothing,Product_WT042,406.21,14,3,14x13x18 cm,1/1/2023,1/1/2024,8RSC4A,"S7T,SGX",Red/Small,3
MTEX410Z,Smartphone,Clothing,Product_FEK7I,43.56,13,1,11x19x15 cm,1/1/2023,1/1/2026,HBHJH1,"PYB,HEF",Red/Small,1
BY06VAOC,Smartphone,Home Appliances,Product_DDUW8,21.1,79,3,5x20x16 cm,7/30/2023,1/1/2024,52HOFC,"S2H,ZB5",Red/Small,1
TB87IX6I,Laptop,Electronics,Product_J2VT5,346.91,78,3,20x13x16 cm,1/1/2023,1/1/2025,RSWMVP,"5G0,8Z8",Blue/Medium,5
RFIEICT3,Headphones,Home Appliances,Product_CLX1S,115.54,41,2,15x17x9 cm,7/30/2023,1/1/2026,400P58,"LYN,5LZ",Red/Small,5
J1IYRLXJ,Monitor,Home Appliances,Product_E1MWL,416.05,77,3,5x8x18 cm,1/1/2023,1/1/2026,FOL3YD,"ISK,SXI",Blue/Medium,2
0YS9G5KT,Monitor,Home Appliances,Product_628LD,108.29,83,2,5x16x16 cm,1/1/2023,1/1/2025,N6U7BR,"OBV,QR1",Blue/Medium,2
ARENK3PY,Monitor,Home Appliances,Product_FVQK6,247.53,55,2,5x11x20 cm,3/15/2023,1/1/2025,A46NFA,"GRV,L96",Green/Large,5
F018SMQH,Headphones,Home Appliances,Product_LWMBF,460.24,36,3,14x6x19 cm,1/1/2023,1/1/2026,L6MLBH,"NJH,ZZC",Red/Small,3
QHBC9XP1,Smartphone,Home Appliances,Product_6CCKH,286.82,73,1,11x11x18 cm,7/30/2023,1/1/2025,ND373Q,"PJ8,077",Green/Large,5
JQM18IHS,Monitor,Electronics,Product_Q2QAJ,416.61,24,1,12x15x6 cm,1/1/2023,1/1/2024,KDM4TP,"0JV,QV8",Red/Small,3
GQMOLROR,Headphones,Home Appliances,Product_RRXPQ,399.78,88,1,20x10x9 cm,7/30/2023,1/1/2025,N8Q5VR,"MY9,VLU",Green/Large,1
ALCBPNDL,Smartphone,Home Appliances,Product_7BSGR,111.38,42,1,18x9x19 cm,3/15/2023,1/1/2026,FN7V0Y,"VNC,AUY",Green/Large,3
L27CTUYX,Headphones,Electronics,Product_5YBLE,43.72,71,3,17x7x17 cm,1/1/2023,1/1/2026,8VEMYE,"1WF,CYV",Blue/Medium,1
IGKWS1TD,Smartphone,Electronics,Product_CBLVA,101.88,34,2,13x7x10 cm,3/15/2023,1/1/2026,Q8Y4NU,"X3Y,A52",Blue/Medium,3
JXA8A46O,Laptop,Home Appliances,Product_4EFOV,235.51,99,2,12x7x15 cm,3/15/2023,1/1/2026,74FYB9,"09H,CGM",Green/Large,2
LIFLZEN5,Headphones,Clothing,Product_0GMBQ,443.38,65,3,6x16x19 cm,7/30/2023,1/1/2026,QW53GL,"LML,C2R",Red/Small,2
UQFIYAQ1,Monitor,Electronics,Product_LELJQ,492.57,91,3,8x19x12 cm,7/30/2023,1/1/2025,95LMHM,"COB,1VF",Red/Small,4
3X7R8V3Q,Laptop,Clothing,Product_VAQG0,211.71,39,1,16x20x15 cm,7/30/2023,1/1/2026,179PRT,"B47,5HG",Green/Large,4
EGGVO9JV,Headphones,Clothing,Product_ANIH3,79.84,5,3,7x9x19 cm,3/15/2023,1/1/2025,4LFLLU,"2KD,WXX",Green/Large,2
0JUUWL0H,Headphones,Home Appliances,Product_0T843,45.19,82,2,17x17x17 cm,3/15/2023,1/1/2025,H0L425,"J0M,B1F",Blue/Medium,5
U933HBZZ,Monitor,Clothing,Product_AEV56,214.3,68,2,16x9x20 cm,1/1/2023,1/1/2026,3OBUK9,"G8R,QI8",Red/Small,5
VTBA36U2,Smartphone,Home Appliances,Product_IQM27,198.11,8,3,8x6x9 cm,1/1/2023,1/1/2026,8AGHMH,"HO3,O3M",Green/Large,4
DPVVX3W9,Laptop,Home Appliances,Product_2UWSE,129.31,65,3,6x19x19 cm,3/15/2023,1/1/2026,644LYZ,"82T,EQX",Green/Large,2
MH78C1WW,Smartphone,Home Appliances,Product_K9GLO,163.07,47,2,17x9x10 cm,7/30/2023,1/1/2026,BFIU34,"RND,CO1",Blue/Medium,5
D3HPAS4E,Monitor,Home Appliances,Product_3CY7N,117.07,9,1,13x11x15 cm,3/15/2023,1/1/2024,C3YH2I,"2MR,9K8",Blue/Medium,1
Y34886GV,Headphones,Home Appliances,Product_03JWV,187.26,42,3,17x15x9 cm,7/30/2023,1/1/2026,8SHE4Q,"6TP,SXQ",Red/Small,1
BUKH2Z0O,Headphones,Home Appliances,Product_BHQZB,401.48,41,2,8x14x10 cm,7/30/2023,1/1/2025,0DHGEE,"UIR,4K7",Green/Large,2
XR4KM61Q,Smartphone,Clothing,Product_GIO9R,335.77,13,2,20x19x20 cm,7/30/2023,1/1/2026,H593FK,"6M5,VHO",Blue/Medium,4
25VC68FP,Monitor,Clothing,Product_O61OE,339.24,38,2,7x16x10 cm,1/1/2023,1/1/2026,OXM3HX,"6GM,6VU",Green/Large,3
G0FPFIW1,Monitor,Electronics,Product_HDE1Z,101.63,2,3,19x5x14 cm,1/1/2023,1/1/2024,7H6989,"BQI,7IB",Blue/Medium,4
9SMB90TF,Headphones,Home Appliances,Product_M5W9V,256.24,15,1,7x8x18 cm,7/30/2023,1/1/2024,292BSX,"TGX,7T1",Blue/Medium,4
R4OUCMMG,Headphones,Home Appliances,Product_C55TW,372.68,89,1,19x5x16 cm,7/30/2023,1/1/2026,0FSGIS,"SSO,9J6",Blue/Medium,4
1OJK06N0,Laptop,Electronics,Product_O1IU6,287.93,58,2,19x12x13 cm,7/30/2023,1/1/2026,PKT8MM,"G4E,H7J",Blue/Medium,1
F4WSC8UG,Laptop,Home Appliances,Product_896ZW,99.53,64,2,10x9x18 cm,1/1/2023,1/1/2025,BE4REE,"HPU,CWJ",Blue/Medium,3
13Q1FR0A,Monitor,Electronics,Product_II3BP,29.42,2,3,5x10x10 cm,1/1/2023,1/1/2024,RG1TUT,"WJ5,EIM",Red/Small,4
SFHERESZ,Monitor,Clothing,Product_2GTPU,21.67,61,2,19x16x7 cm,7/30/2023,1/1/2026,8L14HK,"3ET,SVX",Red/Small,5
ZTOHTE2K,Monitor,Electronics,Product_CXA9Z,486.32,27,1,18x20x19 cm,7/30/2023,1/1/2026,EW2CRH,"K0O,F3C",Red/Small,5
P0OZR5TL,Headphones,Home Appliances,Product_8KRF6,30.86,76,2,6x5x7 cm,3/15/2023,1/1/2025,KVQ8LU,"MGE,PRG",Red/Small,1
8QKSCRL8,Laptop,Clothing,Product_WQXNS,80.28,92,1,18x12x10 cm,7/30/2023,1/1/2024,XUTA6L,"KFY,18L",Green/Large,5
ZZ29AOOV,Smartphone,Clothing,Product_ZA8HD,473.94,99,3,20x16x9 cm,7/30/2023,1/1/2025,RTMNS4,"UNF,3Q3",Blue/Medium,2
HH3XVDK2,Smartphone,Home Appliances,Product_SDCWV,429.03,8,2,20x5x9 cm,3/15/2023,1/1/2025,L8GMO5,"RNC,JK5",Red/Small,2
7RKE97HH,Monitor,Clothing,Product_92HDW,168.63,89,2,13x7x8 cm,1/1/2023,1/1/2024,TTHOZ6,"SC0,5BU",Red/Small,3
UMPI98EY,Laptop,Electronics,Product_V2V58,173.76,28,2,11x20x7 cm,3/15/2023,1/1/2026,Y5UNLK,"UP5,F1P",Green/Large,5
ZHYR39EW,Smartphone,Clothing,Product_FZ68I,495.41,69,3,15x12x15 cm,7/30/2023,1/1/2025,88Z8NS,"0VJ,BV3",Red/Small,1
90VUMHZA,Laptop,Home Appliances,Product_254MO,409.37,21,1,13x6x14 cm,3/15/2023,1/1/2024,EJ0965,"SO4,6F8",Green/Large,1
0TB36XF5,Smartphone,Electronics,Product_JXN1J,13.62,54,2,10x10x7 cm,3/15/2023,1/1/2025,IO2XAA,"MC0,ADU",Red/Small,2
H9L37BS8,Monitor,Electronics,Product_1YPWS,195.8,25,3,18x15x17 cm,1/1/2023,1/1/2025,9B0ADH,"TKV,ABK",Green/Large,1
WB7E0AYA,Laptop,Home Appliances,Product_8D56K,230.93,60,2,8x6x11 cm,7/30/2023,1/1/2024,YQ44IH,"508,H52",Blue/Medium,1
862ZRPAO,Monitor,Home Appliances,Product_ITPJL,255.43,90,1,9x18x10 cm,3/15/2023,1/1/2025,J1N9HU,"NL2,XYD",Red/Small,2
UCXTXTC5,Laptop,Home Appliances,Product_2GKLI,214.22,81,2,10x10x5 cm,1/1/2023,1/1/2026,YX9MLS,"V8A,RB7",Red/Small,5
LMVYPTCO,Headphones,Clothing,Product_G6DKW,345.81,66,2,7x18x8 cm,3/15/2023,1/1/2024,0WLDXT,"2K6,N6G",Red/Small,5
QROBAF9W,Monitor,Clothing,Product_VTXGQ,368.77,71,3,9x13x19 cm,7/30/2023,1/1/2026,W1WO86,"CK9,5UA",Green/Large,5
4C1KLHJD,Laptop,Clothing,Product_0H75N,333.47,44,2,15x14x14 cm,1/1/2023,1/1/2024,DFW2Y9,"P63,PNJ",Green/Large,2
4C4HZGOU,Monitor,Clothing,Product_Q2ARD,231.2,89,3,20x8x15 cm,1/1/2023,1/1/2024,CHH92P,"TXM,MB5",Red/Small,5
JY0ERSAJ,Laptop,Clothing,Product_Y8T2T,42.89,78,3,16x20x9 cm,7/30/2023,1/1/2025,DUAVL0,"VVD,V1D",Red/Small,3
RKDL1Z1F,Monitor,Clothing,Product_1HLXR,422.04,90,3,10x19x20 cm,7/30/2023,1/1/2025,AY65GE,"DCQ,ML4",Green/Large,1
TWXEWY38,Headphones,Home Appliances,Product_RVK9B,45.59,93,1,5x7x8 cm,3/15/2023,1/1/2024,VHX0OA,"9BK,VM8",Blue/Medium,1
QZ3BBVZO,Headphones,Electronics,Product_3PM6Z,355.59,82,2,14x16x8 cm,7/30/2023,1/1/2024,CVEIA7,"A57,B02",Blue/Medium,4
BX8M5AZZ,Monitor,Electronics,Product_M2LND,296.88,100,3,20x9x8 cm,1/1/2023,1/1/2026,97C29F,"1BK,Z9Q",Green/Large,1
YCQSL40F,Smartphone,Home Appliances,Product_R1XZU,290.45,19,2,11x11x10 cm,3/15/2023,1/1/2026,GLO6XL,"UMR,52R",Blue/Medium,4
LF74TBN7,Monitor,Clothing,Product_6EKN6,327.46,47,1,18x10x15 cm,1/1/2023,1/1/2024,CICE51,"46K,M2H",Red/Small,3
QXI1C8SJ,Headphones,Electronics,Product_X04JD,440.34,30,2,20x14x9 cm,1/1/2023,1/1/2026,EOHAJU,"XIP,9S8",Red/Small,4
X6T363GX,Headphones,Clothing,Product_7O2MF,50.03,90,3,10x7x7 cm,7/30/2023,1/1/2026,9E7W34,"W1M,482",Red/Small,2
DMHQRR8L,Monitor,Home Appliances,Product_R512H,187.1,58,3,12x15x13 cm,7/30/2023,1/1/2026,00ZTIS,"CKO,1Y3",Green/Large,4
V4S81UI5,Monitor,Clothing,Product_R645Y,151.02,41,2,15x12x9 cm,7/30/2023,1/1/2025,XBHT63,"6SJ,5HY",Red/Small,5
JS2SRTKV,Laptop,Clothing,Product_P5Q0V,488.27,79,2,6x5x17 cm,1/1/2023,1/1/2026,L7ZMU2,"WB4,GB2",Red/Small,4
FR41IIWE,Headphones,Electronics,Product_5XYTB,254.08,31,2,13x13x15 cm,3/15/2023,1/1/2025,S9YPF2,"DSH,DTB",Blue/Medium,4
UOCZHJ7C,Headphones,Electronics,Product_USKKQ,188.95,45,3,5x14x19 cm,1/1/2023,1/1/2024,300H70,"3RI,JYF",Green/Large,1
0POHE13R,Laptop,Electronics,Product_4ICPX,323.15,62,3,13x7x16 cm,1/1/2023,1/1/2026,XMNTVS,"62S,ANB",Red/Small,5
PYPIJUEE,Headphones,Clothing,Product_BN41E,264.87,61,1,17x8x20 cm,1/1/2023,1/1/2024,Q8RICG,"X5T,DN2",Red/Small,1
ER5FS937,Monitor,Electronics,Product_XCVKM,417.75,85,3,9x6x19 cm,3/15/2023,1/1/2026,PC21R6,"POS,BE9",Blue/Medium,2
839U5I66,Headphones,Clothing,Product_SRZ4Z,214.79,42,2,14x6x20 cm,1/1/2023,1/1/2025,SR557R,"M3Y,DPI",Blue/Medium,2
YTXI1RV2,Smartphone,Electronics,Product_1ARFD,224.82,38,2,10x18x10 cm,7/30/2023,1/1/2025,UL5OX8,"SE8,T0D",Blue/Medium,1
TTL682YX,Monitor,Clothing,Product_7DHJI,435.85,80,1,20x17x13 cm,3/15/2023,1/1/2026,TCDSIC,"FVV,43W",Red/Small,2
MV8WNBOB,Headphones,Electronics,Product_01AZC,91.08,22,1,11x18x6 cm,7/30/2023,1/1/2024,NKVLKR,"I13,KQA",Green/Large,4
NAJ57PXF,Smartphone,Home Appliances,Product_JY006,404.57,17,2,17x20x13 cm,7/30/2023,1/1/2025,3LU6NL,"PEO,SYT",Red/Small,5
67VL9265,Monitor,Electronics,Product_T3EPN,187.08,39,1,16x14x15 cm,7/30/2023,1/1/2025,ZRNFCM,"4DD,7TS",Red/Small,1
XXTIMXZM,Smartphone,Home Appliances,Product_9BZ58,245.04,98,3,18x9x20 cm,7/30/2023,1/1/2026,JIAAT5,"PL2,MUA",Green/Large,5
TLQRZU31,Monitor,Clothing,Product_4KR6X,343.92,91,1,7x19x5 cm,1/1/2023,1/1/2024,66DOVL,"IQH,AU6",Blue/Medium,3
IQ51DT4Z,Headphones,Electronics,Product_GIF82,307.57,33,1,14x20x14 cm,7/30/2023,1/1/2026,MFPSJ8,"7JB,K97",Red/Small,2
BQTUZWKH,Headphones,Home Appliances,Product_TMCU4,495.75,64,3,14x13x12 cm,3/15/2023,1/1/2026,N9VONZ,"4RZ,XGM",Blue/Medium,3
9UPCK48G,Laptop,Electronics,Product_OLH4Y,29.16,29,1,10x10x17 cm,1/1/2023,1/1/2025,ADVOIN,"FS2,DN0",Red/Small,4
6CWQX0HG,Smartphone,Electronics,Product_MCC7K,463.96,97,3,10x11x10 cm,3/15/2023,1/1/2026,6KCQVX,"LAI,YFI",Green/Large,1
JN4PXR90,Laptop,Electronics,Product_F403O,111.06,62,2,16x9x15 cm,1/1/2023,1/1/2024,N7OR8E,"C5C,HZ8",Red/Small,3
HUMO1F80,Monitor,Electronics,Product_4JSLZ,41.97,13,1,9x11x10 cm,1/1/2023,1/1/2024,DY0UKZ,"AUZ,I62",Red/Small,3
WXRFTP3V,Laptop,Electronics,Product_B9O7J,34.39,61,2,11x10x14 cm,1/1/2023,1/1/2024,0Z1L9N,"9GN,NQ7",Blue/Medium,2
O9VVNO3T,Headphones,Home Appliances,Product_JL19K,147.72,19,3,18x16x14 cm,1/1/2023,1/1/2025,B2C3F6,"P0P,4PN",Red/Small,2
GSFFE01E,Monitor,Home Appliances,Product_JCU5E,357.06,41,2,13x13x20 cm,3/15/2023,1/1/2024,1M683X,"YXS,1NL",Blue/Medium,1
K9P2BY66,Monitor,Clothing,Product_EAZ2V,191.33,64,1,5x11x7 cm,1/1/2023,1/1/2024,PGYDGN,"DFQ,3K8",Blue/Medium,4
6VZIS3A0,Laptop,Home Appliances,Product_7VBKC,84.09,88,2,8x9x14 cm,3/15/2023,1/1/2026,39KOZ5,"0BO,DQ2",Green/Large,3
HXVMNF3O,Laptop,Electronics,Product_WJ6U0,140.76,7,3,9x13x7 cm,3/15/2023,1/1/2026,J29IW7,"9G5,98V",Green/Large,3
8BQ4KCOH,Laptop,Home Appliances,Product_UOR9K,459.67,90,1,11x13x20 cm,7/30/2023,1/1/2025,QIUO58,"LE4,IHK",Blue/Medium,4
7LKV6LNT,Monitor,Home Appliances,Product_MV8VS,96,83,2,17x19x14 cm,1/1/2023,1/1/2026,UQZNFR,"OH2,ZAI",Blue/Medium,5
QV854100,Smartphone,Clothing,Product_CCYKM,463.89,77,2,15x11x20 cm,3/15/2023,1/1/2024,Y73LO7,"WLS,4G2",Green/Large,5
4BQ9H9M8,Headphones,Electronics,Product_IGVWM,471.83,86,2,12x19x18 cm,7/30/2023,1/1/2024,U7HO4Y,"SVL,IFS",Blue/Medium,2
02B3K8UE,Monitor,Electronics,Product_BXG0M,383.05,59,2,12x5x12 cm,1/1/2023,1/1/2024,9M3ZBP,"C1G,XNH",Blue/Medium,3
S4ILG7Y3,Headphones,Clothing,Product_JJBNE,494.79,47,1,10x7x7 cm,7/30/2023,1/1/2024,Q7NHDF,"CJD,N6L",Green/Large,2
7L4WDC02,Monitor,Clothing,Product_1D69G,31.12,33,3,18x5x18 cm,7/30/2023,1/1/2025,NN95SZ,"IJ5,T5W",Green/Large,2
ESIMCKHF,Monitor,Clothing,Product_N7YJW,290.35,22,2,16x11x11 cm,7/30/2023,1/1/2026,81A5PX,"XT9,BG1",Green/Large,2
GYZJ3MC1,Headphones,Home Appliances,Product_7EWF2,87.96,87,1,17x10x20 cm,1/1/2023,1/1/2026,CINQQ7,"BC2,4ED",Red/Small,1
LKC2H5BA,Laptop,Clothing,Product_RSAJS,96.53,69,2,19x13x9 cm,1/1/2023,1/1/2025,WZP424,"9BI,SWU",Green/Large,3
KIL0FI6K,Smartphone,Clothing,Product_83FCC,356.41,2,1,12x17x8 cm,7/30/2023,1/1/2026,KJFZ8W,"XTT,2L4",Blue/Medium,1
SV56CP6O,Smartphone,Electronics,Product_ATL0X,391.71,42,3,6x13x13 cm,1/1/2023,1/1/2025,1A6UB1,"QAI,2A1",Green/Large,1
3J6W0DKP,Monitor,Clothing,Product_64L2U,313.13,48,1,13x7x14 cm,1/1/2023,1/1/2026,H0SQRU,"09W,WLH",Red/Small,1
9TUCRWMB,Headphones,Home Appliances,Product_E5CP7,190.34,27,1,20x14x8 cm,3/15/2023,1/1/2025,3P04AU,"YZ9,UX7",Blue/Medium,2
UMG6AOF8,Smartphone,Electronics,Product_PT6HS,324.22,31,1,8x18x11 cm,1/1/2023,1/1/2024,0VKPAP,"INW,2DA",Green/Large,3
T151T2VA,Laptop,Home Appliances,Product_YVABX,14.87,85,3,17x12x13 cm,7/30/2023,1/1/2026,0SPKHO,"VV8,SWR",Blue/Medium,4
L9JXDK9C,Headphones,Home Appliances,Product_823O8,341.6,53,2,15x7x9 cm,7/30/2023,1/1/2024,VTV9DV,"Z03,5R1",Red/Small,5
NRYAW7RC,Laptop,Clothing,Product_IVIPQ,239.45,41,2,8x16x5 cm,3/15/2023,1/1/2026,013HES,"E3R,JVB",Green/Large,3
9UTUQE3L,Headphones,Clothing,Product_2IO9O,468.28,8,1,5x13x17 cm,7/30/2023,1/1/2025,TDAPUE,"MCV,BL1",Green/Large,5
0JLYM5YP,Monitor,Electronics,Product_W9Q3K,252.3,78,1,16x18x11 cm,1/1/2023,1/1/2024,13YQ2L,"IUS,YD5",Green/Large,4
1ATJWCOY,Laptop,Electronics,Product_74M5N,149.17,93,2,8x13x8 cm,1/1/2023,1/1/2025,EEM33F,"98S,KCY",Red/Small,5
9TD7JFPY,Laptop,Home Appliances,Product_VXQ7I,143.55,57,3,15x11x12 cm,3/15/2023,1/1/2024,AR2JCO,"B7S,6YH",Red/Small,4
3L53SIR2,Monitor,Home Appliances,Product_YXTXF,116.47,92,3,9x5x15 cm,3/15/2023,1/1/2024,ELNR4Q,"GS8,UAH",Green/Large,5
2ZZXC5LQ,Headphones,Electronics,Product_YIUPC,25.65,11,3,12x17x20 cm,1/1/2023,1/1/2026,2IS5UO,"F7F,ZB9",Blue/Medium,5
F7KIO77I,Headphones,Home Appliances,Product_SQLVC,48.61,55,1,11x12x20 cm,7/30/2023,1/1/2025,IF5175,"QT8,EP4",Blue/Medium,1
V8YONM2J,Laptop,Electronics,Product_93M4K,142.36,47,3,19x20x13 cm,3/15/2023,1/1/2025,OI4YSH,"JB3,80A",Green/Large,1
V5DJ0G4K,Headphones,Electronics,Product_3Y94O,64.79,67,2,10x7x10 cm,1/1/2023,1/1/2026,9PM21J,"AHE,10H",Green/Large,4
KS81R9B3,Headphones,Clothing,Product_I40MJ,443.7,53,3,17x13x6 cm,7/30/2023,1/1/2026,JHQ3SN,"IME,RMZ",Blue/Medium,4
YSWTMEK5,Headphones,Electronics,Product_I3OH8,362.78,50,1,17x19x19 cm,1/1/2023,1/1/2024,LS6D6Y,"ARM,YJE",Red/Small,5
CGM7ZZK8,Laptop,Home Appliances,Product_QIC86,199.13,10,3,16x19x6 cm,3/15/2023,1/1/2024,3TQA60,"HW5,OQQ",Green/Large,5
M752JGGO,Smartphone,Clothing,Product_CL5TC,450.42,5,2,13x5x19 cm,1/1/2023,1/1/2024,X2PN8N,"MX9,GVJ",Red/Small,2
OFFBDLHD,Smartphone,Electronics,Product_QYEH3,278.26,38,2,8x11x16 cm,7/30/2023,1/1/2026,JKPQ2U,"X22,GC6",Red/Small,4
LBBD51K2,Monitor,Clothing,Product_66SR5,134.15,53,2,12x7x6 cm,1/1/2023,1/1/2026,TVL2XZ,"Q50,ZWW",Red/Small,5
KCHW2HAY,Headphones,Home Appliances,Product_T79D0,145.25,27,3,6x5x6 cm,7/30/2023,1/1/2024,LN0QWF,"2YX,10P",Red/Small,2
TRPZVV5Q,Laptop,Electronics,Product_9Y4BR,296.43,30,2,6x14x16 cm,7/30/2023,1/1/2025,HYKW1S,"HFI,UCW",Blue/Medium,2
T70PYAI4,Smartphone,Clothing,Product_3J7KQ,108.42,68,2,12x10x6 cm,7/30/2023,1/1/2024,OW82CS,"1YJ,OKL",Red/Small,3
RGOURZ1Q,Monitor,Clothing,Product_AKDWG,156.11,98,2,19x10x11 cm,7/30/2023,1/1/2025,YCHQ99,"28I,41P",Red/Small,4
CXZXRV8P,Laptop,Clothing,Product_A3YWX,169.24,31,2,17x11x11 cm,7/30/2023,1/1/2024,B3SUP4,"M58,F3N",Red/Small,5
BN4WER39,Monitor,Electronics,Product_S72T4,98.43,5,3,11x7x5 cm,3/15/2023,1/1/2025,ZHTKG9,"GSV,78A",Red/Small,5
5PRFYIM8,Laptop,Electronics,Product_QCBXH,253.16,28,2,7x14x13 cm,3/15/2023,1/1/2025,7XAKXZ,"76D,YVX",Red/Small,4
8H6WXFRD,Smartphone,Home Appliances,Product_5H6TI,303.74,59,3,13x6x20 cm,7/30/2023,1/1/2024,LDLJVU,"U8Z,RF0",Blue/Medium,3
M190JLR5,Headphones,Clothing,Product_IJPTZ,465.26,99,1,12x9x18 cm,3/15/2023,1/1/2025,DTGXDQ,"4UU,HGK",Green/Large,1
Z7WS2YPJ,Monitor,Home Appliances,Product_9GI43,207.8,19,2,7x18x18 cm,1/1/2023,1/1/2025,D4UWE9,"ZC4,9PJ",Red/Small,5
P2Q3DJ53,Monitor,Home Appliances,Product_ETOJ1,494.25,13,2,18x14x16 cm,3/15/2023,1/1/2024,H1KRXR,"YG4,MXJ",Blue/Medium,3
5E7D974E,Laptop,Clothing,Product_XM3YE,87.44,75,2,16x16x5 cm,1/1/2023,1/1/2026,UJ3ME4,"5YL,LQL",Green/Large,3
FY4BRV93,Monitor,Clothing,Product_JVWUZ,295.56,75,3,5x15x19 cm,1/1/2023,1/1/2025,YHOE6R,"Y0Q,6ZB",Green/Large,5
4IYP0QQZ,Smartphone,Electronics,Product_6III9,43.25,24,1,19x17x18 cm,1/1/2023,1/1/2024,O4YCQA,"668,WIO",Blue/Medium,2
C6GL0HFX,Laptop,Electronics,Product_10QNZ,368.01,39,3,10x11x16 cm,1/1/2023,1/1/2024,8NH5OY,"F60,8ZX",Green/Large,2
IPVFWLMF,Laptop,Clothing,Product_QMHGY,411.18,13,3,15x7x18 cm,1/1/2023,1/1/2026,EZ1N1N,"XYI,U2L",Blue/Medium,3
AOUYICYC,Smartphone,Electronics,Product_W9FVA,276.65,65,1,16x8x14 cm,3/15/2023,1/1/2024,ARPOEA,"3JB,RU6",Blue/Medium,3
HFRHGSAI,Laptop,Electronics,Product_IH5RS,76.88,22,3,16x15x17 cm,7/30/2023,1/1/2026,NZIBUL,"L8X,5F8",Green/Large,3
0EBU0XU9,Monitor,Electronics,Product_1Z0Z3,96.05,49,1,7x14x15 cm,1/1/2023,1/1/2024,8F2U0S,"WMP,W5O",Blue/Medium,4
EVWYZEWO,Monitor,Home Appliances,Product_KCHKD,308.81,99,2,16x15x11 cm,1/1/2023,1/1/2024,IZED5A,"4SZ,N04",Red/Small,2
F5N3IN7R,Monitor,Home Appliances,Product_JV1IH,43.09,11,1,16x18x6 cm,7/30/2023,1/1/2024,8CECJ2,"18Y,922",Blue/Medium,4
AYTAPSQC,Laptop,Home Appliances,Product_IBBH9,32.4,9,3,17x8x12 cm,1/1/2023,1/1/2025,KMQKL7,"6MH,S8T",Blue/Medium,2
